Informazioni cronologiche,Sesso,Quanti anni compi nell'anno corrente 2025?,Qual è l'ultimo titolo di studi che hai conseguito?,Hai mai frequentato un corso universitario o accademico che trattava anche solo in parte di storia medievale?,Regione,Provincia (sigla),Con quali modalità ti informi sul medioevo?,Qual è la tua opinione generale sul medioevo? [Medioevo],Indica la data o il secolo in cui secondo te inizia il medioevo,Perché? Inizio,Indica la data o il secolo in cui secondo te finisce il medioevo,Perché?  Fine, [Feudalesimo],[Superstizione],[Germanico],[Eroico],[Comunale],[Sperimentazione],[Cristiano],[Oscurantismo],[Rinascita],[Decadenza],Quali di questi termini associ più fortemente con la tua idea di medioevo? (Max 5 risposte),[Federico II di Svevia],[Teodorico],[Lorenzo il Magnifico],[Costantino],[Petrarca],[Dante],[Enrico VIII Tudor],[Francesco Hayez],[Leonardo da Vinci],[Martin Lutero],[Giustiniano],[Giotto],[San Francesco],[Sant’Agostino d’Ippona],[Giovanna d’Arco],[Matilde di Canossa],[Carlo Magno],[Riccardo Cuor di Leone],[San Tommaso d’Aquino],[Beato Angelico],Se volessi aggiungere un tuo commento facoltativo su cosa pensi sia il medioevo
28/03/2025 17.17.43,Uomo,50-59,Laurea magistrale,No,Liguria,IM,Non mi informo,Parzialmente negativa,1000,,1492,Scoperta America,5,5,3,1,1,1,3,5,1,5,Caccia alle streghe,Non conosco il personaggio,"No, non è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,Il secolo buio 
28/03/2025 17.18.40,Donna,40-49,Diploma di istruzione tecnica,No,Lombardia,mb,Non mi informo,Neutrale,500,perchè così l'ho studiato,1500,perchè così l'ho studiato,5,5,2,4,2,1,5,4,3,2,"Caccia alle streghe, Aratro, Arabi, Peste, Crociate","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,
28/03/2025 17.24.37,Uomo,20-29,Diploma di istruzione liceale,No,Lombardia,Mb,"Libri, Videogiochi, Serie TV",Parzialmente positiva,476dc,Cade l'impero romano d'Occidente ,1942dc,Scoperta dell' america,5,5,2,2,4,1,5,3,1,3,"Stato pontificio, Crociate, Caccia alle streghe, Vassalli, Peste","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,
28/03/2025 17.25.37,Donna,50-59,Licenza media,No,Lombardia,MB,"Libri, Podcast, Serie TV",Assolutamente positiva,Intorno all’anno 1000,Dopo la fine dell’impero romano d’occidente,1400 dc,Perche’ cominciano le riforme nel vari stati europei,5,5,5,2,2,4,5,5,1,5,"Peste, Invasioni Barbariche, Crociate, Vassalli, Caccia alle streghe","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,
28/03/2025 17.30.06,Uomo,20-29,Diploma di istruzione liceale,Sì,Lombardia,MI,"Libri, Videogiochi",Neutrale,476 d.C,Caduta impero romano d’Occidente ,(Fine) XV Secolo ,Viaggio di Cristoforo colombo ,5,4,3,3,2,2,5,4,3,4,"Invenzione della stampa, Peste, Caccia alle streghe, Crociate",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,Epoca storica divisa in basso e alto medioevo (divisone all’anno 1000) dove la chiesa cristiana risulta essere centrale e un periodo di “stallo” per l’umanità 
28/03/2025 17.38.45,Donna,30-39,Laurea magistrale,No,Lombardia,Monza e Brianza ,"Libri, Serie TV",Neutrale,1100,,1492,Con la scoperta dell'America ,5,5,5,1,5,1,5,5,1,5,"Vassalli, Peste, Stato pontificio, Caccia alle streghe, Aratro","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Un periodo di transizione molto sottovalutato e eccessivamente stigmatizzato. 
28/03/2025 18.02.39,Uomo,18-19,Licenza media,No,Lombardia,MI,"Libri, Serie TV",Neutrale,476 d.C.,fine impero romano d’occidente,1492,scoperta dell’america,5,5,2,3,5,4,5,4,1,3,"Stato pontificio, Aratro, Peste, Caccia alle streghe, Scoperta dell’America","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale",
28/03/2025 18.02.47,Donna,20-29,Licenza media,No,Lombardia,VA,Libri,Neutrale,476,fine impero romano d’occidente ,1492,scoperta dell’america ,5,2,3,2,2,1,4,3,1,3,"Caccia alle streghe, Stato pontificio, Invenzione della stampa, Crociate, Scoperta dell’America","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,
28/03/2025 18.56.26,Donna,40-49,Laurea magistrale,Sì,Campania,SA,Libri,Parzialmente negativa,476d.C.,Caduta dell' Impero romano d' occidente ,1492,Scoperta dell' America ,3,3,1,1,3,1,3,3,1,2,"Vassalli, Aratro, Crociate, Stato pontificio, Caccia alle streghe","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Un secolo di superstizioni e lotte per l' indipendenza, un ossimoro perfetto "
28/03/2025 18.58.30,Donna,80+,Licenza elementare,No,Lombardia,MB,Scuola,Assolutamente positiva,300,,1500,,4,5,1,1,3,4,1,1,1,1,"Invasioni Barbariche, Scoperta dell’America, Stato pontificio, Crociate, Savoia",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale",Il medioevo era barbarico
28/03/2025 19.04.30,Donna,50-59,Licenza media,No,Lombardia,MB,Non mi informo,Parzialmente negativa,400,,1600,,3,3,3,5,3,1,1,5,1,5,"Aratro, Crociate, Peste, Invasioni Barbariche, Vassalli","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",
28/03/2025 19.05.18,Uomo,20-29,Laurea triennale,No,Lombardia,Bg,Podcast,Parzialmente positiva,476dc,Caduta impero romano d’occidente,1492,Scoperta dell’america,5,5,4,3,4,2,5,5,2,3,"Aratro, Repubbliche Marinare, Normanni, Crociate, Vassalli","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
28/03/2025 19.21.25,Uomo,20-29,Laurea triennale,No,Lombardia,Milano,"Podcast, Video",Parzialmente positiva,476 D.C.,Caduta impero romano d'Occidente,1492,Scoperta dell'America,4,1,2,1,2,5,5,2,4,1,"Repubbliche Marinare, Stato pontificio, Crociate, Caccia alle streghe, Vassalli","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Sottovalutato
28/03/2025 19.26.16,Uomo,50-59,Diploma di istruzione professionale,No,Lombardia,MB,Non mi informo,Assolutamente negativa,300,,1600,,3,4,4,3,2,1,4,3,1,5,"Stato pontificio, Peste, Vassalli, Crociate","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale",
28/03/2025 19.43.59,Donna,60-69,Diploma di istruzione tecnica,No,Lombardia,MB,Libri,Assolutamente negativa,500 d.c.,Un po' dopo la caduta dell'importo romano,1500,Mi sembra fino alla scoperta dell'America,5,5,2,3,2,1,4,5,2,5,"Caccia alle streghe, Stato pontificio, Vassalli, Invasioni Barbariche, Crociate","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Un'era buia con pregiudizi che impediva l'evolversi della popolazione
28/03/2025 19.55.07,Donna,60-69,Diploma di istruzione tecnica,No,Lombardia,Lc,Non mi informo,Neutrale,900 dc,Ho il vago ricordo che coincide con la caduta dell'impero Romano e mi pare che sia successo prima dell'anno mille ,1479,Dovrebbe essere l'anno della scoperta dell'America ,5,3,2,2,4,2,4,3,3,2,"Aratro, Crociate, Stato pontificio, Peste, Normanni","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Come in qualsiasi epoca non è tutto bianco o nero, è stata un epoca in cui era diffusa la povertà anche culturale, non c'era libertà di pensiero, ma il senso religioso diffuso consentiva un minimo di rispetto delle persone, nei monasteri la cultura era preservata e la società comunque si è evoluta "
28/03/2025 19.55.22,Uomo,50-59,Licenza media,No,Lombardia,Co,Non mi informo,Parzialmente negativa,1000,Mi sembra ,1500,Tiro a caso,3,3,3,1,3,1,3,3,1,3,"Caccia alle streghe, Arabi, Crociate, Peste, Invasioni Barbariche",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Inutile 
28/03/2025 20.28.07,Donna,20-29,Laurea triennale,No,Lombardia,MB,Libri,Neutrale,476,Caduta dell’impero romano d’Occidente ,1492,Scoperta dell’America ,3,5,3,2,3,4,5,5,2,4,"Stato pontificio, Crociate, Arabi, Caccia alle streghe, Scoperta dell’America",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",
28/03/2025 20.29.00,Uomo,20-29,Laurea triennale,No,Lombardia,CR,"Libri, Podcast, Serie TV, Trasmissioni televisivi",Parzialmente positiva,476 d.C.,Crollo dell'impero romano d'Occidente ,1492,Scoperta dell'America ,3,3,2,1,2,3,3,2,2,1,"Stato pontificio, Vassalli, Crociate","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Spesso considerata un'epoca di decadenza e di eventi negativi, la ritengo un'epoca di fioritura culturale e politica che ci ha consegnato un Mondo migliore che poi si è evoluto "
28/03/2025 20.31.54,Donna,40-49,Diploma di istruzione tecnica,No,Lombardia,Mi,Libri,Parzialmente positiva,476,,1000,,3,1,1,2,1,1,4,4,4,1,"Invasioni Barbariche, Vassalli, Aratro, Crociate","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",
28/03/2025 20.32.32,Donna,20-29,Laurea triennale,No,Campania,AV ,"Libri, Non mi informo",Parzialmente positiva,1500,,1800,,5,5,1,1,2,3,4,5,4,2,"Peste, Crociate, Vassalli, Stato pontificio, Caccia alle streghe","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
28/03/2025 20.36.48,Donna,20-29,Laurea triennale,No,Veneto,VR,Libri,Neutrale,476 d.C.,caduta dell’impero romano d’occidente ,1492,scoperta dell’america ,4,5,3,2,2,3,4,2,3,3,"Vassalli, Stato pontificio, Caccia alle streghe, Peste, Invasioni Barbariche","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",
28/03/2025 20.39.46,Donna,20-29,Laurea triennale,No,Emilia Romagna,PR,Non mi informo,Parzialmente negativa,476 d.C ,Mi pare di ricordare che la caduta dell'impero Romano d'Occidente ne segnasse l'inizio.,1492,"La ""scoperta"" (era già lì) dell'America da parte di Cristoforo Colombo segna l'inizio dell'età moderna, mi pare.",5,4,3,3,4,3,5,5,2,3,"Invasioni Barbariche, Caccia alle streghe, Peste, Crociate, Aratro","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,
